classe;pais;ano;kg;valor
Espumantes;Croacia;1990-01-01;0;0
Espumantes;Croacia;1991-01-01;0;0
Espumantes;Croacia;1992-01-01;0;0
Espumantes;Croacia;1993-01-01;0;0
Espumantes;Croacia;1994-01-01;0;0
Espumantes;Croacia;1995-01-01;0;0
Espumantes;Croacia;1996-01-01;0;0
Espumantes;Croacia;1997-01-01;0;0
Espumantes;Croacia;1998-01-01;0;0
Espumantes;Croacia;1999-01-01;0;0
Espumantes;Croacia;2000-01-01;0;0
Espumantes;Croacia;2001-01-01;0;0
Espumantes;Croacia;2002-01-01;0;0
Espumantes;Croacia;2003-01-01;0;0
Espumantes;Croacia;2004-01-01;0;0
Espumantes;Croacia;2005-01-01;0;0
Espumantes;Croacia;2006-01-01;0;0
Espumantes;Croacia;2007-01-01;0;0
Espumantes;Croacia;2008-01-01;0;0
Espumantes;Croacia;2009-01-01;0;0
Espumantes;Croacia;2010-01-01;0;0
Espumantes;Croacia;2011-01-01;0;0
Espumantes;Croacia;2012-01-01;0;0
Espumantes;Croacia;2013-01-01;0;0
Espumantes;Croacia;2014-01-01;0;0
Espumantes;Croacia;2015-01-01;225;483
Espumantes;Croacia;2016-01-01;0;0
Espumantes;Croacia;2017-01-01;0;0
Espumantes;Croacia;2018-01-01;0;0
Espumantes;Croacia;2019-01-01;0;0
Espumantes;Cuba;1971-01-01;0;0
Espumantes;Cuba;1972-01-01;0;0
Espumantes;Cuba;1973-01-01;0;0
Espumantes;Cuba;1974-01-01;0;0
Espumantes;Cuba;1975-01-01;0;0
Espumantes;Cuba;1976-01-01;0;0
Espumantes;Cuba;1977-01-01;0;0
Espumantes;Cuba;1978-01-01;0;0
Espumantes;Cuba;1979-01-01;0;0
Espumantes;Cuba;1980-01-01;0;0
Espumantes;Cuba;1981-01-01;0;0
Espumantes;Cuba;1982-01-01;0;0
Espumantes;Cuba;1983-01-01;0;0
Espumantes;Cuba;1984-01-01;0;0
Espumantes;Cuba;1985-01-01;0;0
Espumantes;Cuba;1986-01-01;0;0
Espumantes;Cuba;1987-01-01;0;0
Espumantes;Cuba;1988-01-01;0;0
Espumantes;Cuba;1989-01-01;0;0
Espumantes;Cuba;1990-01-01;0;0
Espumantes;Cuba;1991-01-01;0;0
Espumantes;Cuba;1992-01-01;0;0
Espumantes;Cuba;1993-01-01;0;0
Espumantes;Cuba;1994-01-01;0;0
Espumantes;Cuba;1995-01-01;0;0
Espumantes;Cuba;1996-01-01;0;0
Espumantes;Cuba;1997-01-01;0;0
Espumantes;Cuba;1998-01-01;0;0
Espumantes;Cuba;1999-01-01;0;0
Espumantes;Cuba;2000-01-01;0;0
Espumantes;Cuba;2001-01-01;0;0
Espumantes;Cuba;2002-01-01;0;0
Espumantes;Cuba;2003-01-01;0;0
Espumantes;Cuba;2004-01-01;0;0
Espumantes;Cuba;2005-01-01;0;0
Espumantes;Cuba;2006-01-01;0;0
Espumantes;Cuba;2007-01-01;0;0
Espumantes;Cuba;2008-01-01;0;0
Espumantes;Cuba;2009-01-01;0;0
Espumantes;Cuba;2010-01-01;0;0
Espumantes;Cuba;2011-01-01;0;0
Espumantes;Cuba;2012-01-01;0;0
Espumantes;Cuba;2013-01-01;0;0
Espumantes;Cuba;2014-01-01;0;0
Espumantes;Cuba;2015-01-01;29;243
Espumantes;Cuba;2016-01-01;0;0
Espumantes;Cuba;2017-01-01;0;0
Espumantes;Cuba;2018-01-01;0;0
Espumantes;Cuba;2019-01-01;0;0
Espumantes;Emirados Arabes Unidos;1971-01-01;0;0
Espumantes;Emirados Arabes Unidos;1972-01-01;0;0
Espumantes;Emirados Arabes Unidos;1973-01-01;0;0
Espumantes;Emirados Arabes Unidos;1974-01-01;0;0
Espumantes;Emirados Arabes Unidos;1975-01-01;0;0
Espumantes;Emirados Arabes Unidos;1976-01-01;0;0
Espumantes;Emirados Arabes Unidos;1977-01-01;0;0
Espumantes;Emirados Arabes Unidos;1978-01-01;0;0
Espumantes;Emirados Arabes Unidos;1979-01-01;0;0
Espumantes;Emirados Arabes Unidos;1980-01-01;0;0
Espumantes;Emirados Arabes Unidos;1981-01-01;0;0
Espumantes;Emirados Arabes Unidos;1982-01-01;0;0
Espumantes;Emirados Arabes Unidos;1983-01-01;0;0
Espumantes;Emirados Arabes Unidos;1984-01-01;0;0
Espumantes;Emirados Arabes Unidos;1985-01-01;0;0
Espumantes;Emirados Arabes Unidos;1986-01-01;0;0
Espumantes;Emirados Arabes Unidos;1987-01-01;0;0
Espumantes;Emirados Arabes Unidos;1988-01-01;0;0
Espumantes;Emirados Arabes Unidos;1989-01-01;0;0
Espumantes;Emirados Arabes Unidos;1990-01-01;0;0
Espumantes;Emirados Arabes Unidos;1991-01-01;0;0
Espumantes;Emirados Arabes Unidos;1992-01-01;0;0
Espumantes;Emirados Arabes Unidos;1993-01-01;0;0
Espumantes;Emirados Arabes Unidos;1994-01-01;0;0
Espumantes;Emirados Arabes Unidos;1995-01-01;0;0
Espumantes;Emirados Arabes Unidos;1996-01-01;0;0
Espumantes;Emirados Arabes Unidos;1997-01-01;0;0
Espumantes;Emirados Arabes Unidos;1998-01-01;0;0
Espumantes;Emirados Arabes Unidos;1999-01-01;0;0
Espumantes;Emirados Arabes Unidos;2000-01-01;0;0
Espumantes;Emirados Arabes Unidos;2001-01-01;0;0
Espumantes;Emirados Arabes Unidos;2002-01-01;0;0
Espumantes;Emirados Arabes Unidos;2003-01-01;0;0
Espumantes;Emirados Arabes Unidos;2004-01-01;0;0
Espumantes;Emirados Arabes Unidos;2005-01-01;0;0
Espumantes;Emirados Arabes Unidos;2006-01-01;0;0
Espumantes;Emirados Arabes Unidos;2007-01-01;0;0
Espumantes;Emirados Arabes Unidos;2008-01-01;0;0
Espumantes;Emirados Arabes Unidos;2009-01-01;0;0
Espumantes;Emirados Arabes Unidos;2010-01-01;0;0
Espumantes;Emirados Arabes Unidos;2011-01-01;0;0
Espumantes;Emirados Arabes Unidos;2012-01-01;0;0
Espumantes;Emirados Arabes Unidos;2013-01-01;0;0
Espumantes;Emirados Arabes Unidos;2014-01-01;8;271
Espumantes;Emirados Arabes Unidos;2015-01-01;104;2005
Espumantes;Emirados Arabes Unidos;2016-01-01;2371;38954
Espumantes;Emirados Arabes Unidos;2017-01-01;0;0
Espumantes;Emirados Arabes Unidos;2018-01-01;0;0
Espumantes;Emirados Arabes Unidos;2019-01-01;0;0
Espumantes;Eslovenia;1971-01-01;0;0
Espumantes;Eslovenia;1972-01-01;0;0
Espumantes;Eslovenia;1973-01-01;0;0
Espumantes;Eslovenia;1974-01-01;0;0
Espumantes;Eslovenia;1975-01-01;0;0
Espumantes;Eslovenia;1976-01-01;0;0
Espumantes;Eslovenia;1977-01-01;0;0
Espumantes;Eslovenia;1978-01-01;0;0
Espumantes;Eslovenia;1979-01-01;0;0
Espumantes;Eslovenia;1980-01-01;0;0
Espumantes;Eslovenia;1981-01-01;0;0
Espumantes;Eslovenia;1982-01-01;0;0
Espumantes;Eslovenia;1983-01-01;0;0
Espumantes;Eslovenia;1984-01-01;0;0
Espumantes;Eslovenia;1985-01-01;0;0
Espumantes;Eslovenia;1986-01-01;0;0
Espumantes;Eslovenia;1987-01-01;0;0
Espumantes;Eslovenia;1988-01-01;0;0
Espumantes;Eslovenia;1989-01-01;0;0
Espumantes;Eslovenia;1990-01-01;0;0
Espumantes;Eslovenia;1991-01-01;0;0
Espumantes;Eslovenia;1992-01-01;0;0
Espumantes;Eslovenia;1993-01-01;0;0
Espumantes;Eslovenia;1994-01-01;0;0
Espumantes;Eslovenia;1995-01-01;0;0
Espumantes;Eslovenia;1996-01-01;0;0
Espumantes;Eslovenia;1997-01-01;0;0
Espumantes;Eslovenia;1998-01-01;0;0
Espumantes;Eslovenia;1999-01-01;0;0
Espumantes;Eslovenia;2000-01-01;0;0
Espumantes;Eslovenia;2001-01-01;0;0
Espumantes;Eslovenia;2002-01-01;0;0
Espumantes;Eslovenia;2003-01-01;0;0
Espumantes;Eslovenia;2004-01-01;0;0
Espumantes;Eslovenia;2005-01-01;0;0
Espumantes;Eslovenia;2006-01-01;0;0
Espumantes;Eslovenia;2007-01-01;0;0
Espumantes;Eslovenia;2008-01-01;0;0
Espumantes;Eslovenia;2009-01-01;0;0
Espumantes;Eslovenia;2010-01-01;0;0
Espumantes;Eslovenia;2011-01-01;0;0
Espumantes;Eslovenia;2012-01-01;78;221
Espumantes;Eslovenia;2013-01-01;0;0
Espumantes;Eslovenia;2014-01-01;445;2329
Espumantes;Eslovenia;2015-01-01;1058;5075
Espumantes;Eslovenia;2016-01-01;2115;9486
Espumantes;Eslovenia;2017-01-01;2093;10110
Espumantes;Eslovenia;2018-01-01;1800;8860
Espumantes;Eslovenia;2019-01-01;518;2539
Espumantes;Espanha;1971-01-01;7865;5230
Espumantes;Espanha;1972-01-01;27461;20026
Espumantes;Espanha;1973-01-01;40172;28895
Espumantes;Espanha;1974-01-01;41971;36350
Espumantes;Espanha;1975-01-01;54863;51166
Espumantes;Espanha;1976-01-01;17299;19252
Espumantes;Espanha;1977-01-01;31319;36998
Espumantes;Espanha;1978-01-01;38780;49246
Espumantes;Espanha;1979-01-01;44226;56686
Espumantes;Espanha;1980-01-01;45842;49789
Espumantes;Espanha;1981-01-01;25685;21293
Espumantes;Espanha;1982-01-01;46249;47183
Espumantes;Espanha;1983-01-01;17190;18043
Espumantes;Espanha;1984-01-01;12824;13110
Espumantes;Espanha;1985-01-01;19005;29323
Espumantes;Espanha;1986-01-01;43920;67595
Espumantes;Espanha;1987-01-01;35910;52044
Espumantes;Espanha;1988-01-01;41070;54402
Espumantes;Espanha;1989-01-01;58995;143790
Espumantes;Espanha;1990-01-01;121856;355275
Espumantes;Espanha;1991-01-01;92798;294496
Espumantes;Espanha;1992-01-01;63633;215873
Espumantes;Espanha;1993-01-01;172218;584200
Espumantes;Espanha;1994-01-01;182952;601583
Espumantes;Espanha;1995-01-01;269731;903594
Espumantes;Espanha;1996-01-01;198872;778631
Espumantes;Espanha;1997-01-01;259100;920891
Espumantes;Espanha;1998-01-01;253355;1009470
Espumantes;Espanha;1999-01-01;251511;1017499
Espumantes;Espanha;2000-01-01;230327;928135
Espumantes;Espanha;2001-01-01;713315;6408671
Espumantes;Espanha;2002-01-01;166433;528696
Espumantes;Espanha;2003-01-01;164545;549223
Espumantes;Espanha;2004-01-01;209973;660360
Espumantes;Espanha;2005-01-01;213074;767994
Espumantes;Espanha;2006-01-01;250377;916775
Espumantes;Espanha;2007-01-01;254317;1003934
Espumantes;Espanha;2008-01-01;266955;1179471
Espumantes;Espanha;2009-01-01;388452;1397582
Espumantes;Espanha;2010-01-01;512539;1904476
Espumantes;Espanha;2011-01-01;831585;3017324
Espumantes;Espanha;2012-01-01;1054367;4537094
Espumantes;Espanha;2013-01-01;850428;3917939
Espumantes;Espanha;2014-01-01;925502;4519845
Espumantes;Espanha;2015-01-01;899587;4183324
Espumantes;Espanha;2016-01-01;864154;3249876
Espumantes;Espanha;2017-01-01;1493908;5592839
Espumantes;Espanha;2018-01-01;1515106;5707839
Espumantes;Espanha;2019-01-01;1440241;4463736
Espumantes;Estados Unidos;1971-01-01;0;0
Espumantes;Estados Unidos;1972-01-01;0;0
Espumantes;Estados Unidos;1973-01-01;0;0
Espumantes;Estados Unidos;1974-01-01;0;0
Espumantes;Estados Unidos;1975-01-01;0;0
Espumantes;Estados Unidos;1976-01-01;0;0
Espumantes;Estados Unidos;1977-01-01;0;0
Espumantes;Estados Unidos;1978-01-01;0;0
Espumantes;Estados Unidos;1979-01-01;0;0
Espumantes;Estados Unidos;1980-01-01;0;0
Espumantes;Estados Unidos;1981-01-01;0;0
Espumantes;Estados Unidos;1982-01-01;0;0
Espumantes;Estados Unidos;1983-01-01;0;0
Espumantes;Estados Unidos;1984-01-01;0;0
Espumantes;Estados Unidos;1985-01-01;0;0
Espumantes;Estados Unidos;1986-01-01;0;0
Espumantes;Estados Unidos;1987-01-01;0;0
Espumantes;Estados Unidos;1988-01-01;0;0
Espumantes;Estados Unidos;1989-01-01;0;0
Espumantes;Estados Unidos;1990-01-01;0;0
Espumantes;Estados Unidos;1991-01-01;0;0
Espumantes;Estados Unidos;1992-01-01;0;0
Espumantes;Estados Unidos;1993-01-01;0;0
Espumantes;Estados Unidos;1994-01-01;0;0
Espumantes;Estados Unidos;1995-01-01;0;0
Espumantes;Estados Unidos;1996-01-01;0;0
Espumantes;Estados Unidos;1997-01-01;0;0
Espumantes;Estados Unidos;1998-01-01;0;0
Espumantes;Estados Unidos;1999-01-01;0;0
Espumantes;Estados Unidos;2000-01-01;0;0
Espumantes;Estados Unidos;2001-01-01;0;0
Espumantes;Estados Unidos;2002-01-01;990;3846
Espumantes;Estados Unidos;2003-01-01;1575;9100
Espumantes;Estados Unidos;2004-01-01;0;0
Espumantes;Estados Unidos;2005-01-01;2808;6796
Espumantes;Estados Unidos;2006-01-01;1800;4419
Espumantes;Estados Unidos;2007-01-01;3240;8865
Espumantes;Estados Unidos;2008-01-01;12417;34991
Espumantes;Estados Unidos;2009-01-01;7119;25952
Espumantes;Estados Unidos;2010-01-01;11387;49664
Espumantes;Estados Unidos;2011-01-01;4553;15458
Espumantes;Estados Unidos;2012-01-01;15461;88292
Espumantes;Estados Unidos;2013-01-01;15698;50841
Espumantes;Estados Unidos;2014-01-01;27023;101802
Espumantes;Estados Unidos;2015-01-01;18519;85864
Espumantes;Estados Unidos;2016-01-01;12343;30366
Espumantes;Estados Unidos;2017-01-01;8408;226792
Espumantes;Estados Unidos;2018-01-01;26405;64081
Espumantes;Estados Unidos;2019-01-01;13239;105197
Espumantes;Franca;1971-01-01;26523;72645
Espumantes;Franca;1972-01-01;35899;97186
Espumantes;Franca;1973-01-01;49453;186096
Espumantes;Franca;1974-01-01;83575;335930
Espumantes;Franca;1975-01-01;17770;80649
Espumantes;Franca;1976-01-01;16295;61873
Espumantes;Franca;1977-01-01;24584;105421
Espumantes;Franca;1978-01-01;51710;236584
Espumantes;Franca;1979-01-01;27554;169843
Espumantes;Franca;1980-01-01;13235;82136
Espumantes;Franca;1981-01-01;14555;65022
Espumantes;Franca;1982-01-01;13128;32209
Espumantes;Franca;1983-01-01;16253;45318
Espumantes;Franca;1984-01-01;11308;37594
Espumantes;Franca;1985-01-01;35317;118807
Espumantes;Franca;1986-01-01;37062;127661
Espumantes;Franca;1987-01-01;15550;135589
Espumantes;Franca;1988-01-01;32809;204117
Espumantes;Franca;1989-01-01;52601;358096
Espumantes;Franca;1990-01-01;32371;448505
Espumantes;Franca;1991-01-01;33945;353361
Espumantes;Franca;1992-01-01;15001;156403
Espumantes;Franca;1993-01-01;54501;543157
Espumantes;Franca;1994-01-01;209274;1602204
Espumantes;Franca;1995-01-01;234968;1672679
Espumantes;Franca;1996-01-01;272978;2319514
Espumantes;Franca;1997-01-01;760944;7856909
Espumantes;Franca;1998-01-01;779564;9136225
Espumantes;Franca;1999-01-01;1158921;11636214
Espumantes;Franca;2000-01-01;979713;8756457
Espumantes;Franca;2001-01-01;182179;262999
Espumantes;Franca;2002-01-01;669778;5946841
Espumantes;Franca;2003-01-01;965033;7444348
Espumantes;Franca;2004-01-01;746383;6768485
Espumantes;Franca;2005-01-01;931767;8295551
Espumantes;Franca;2006-01-01;1096043;11085410
Espumantes;Franca;2007-01-01;1079332;10860013
Espumantes;Franca;2008-01-01;991608;10773247
Espumantes;Franca;2009-01-01;1130768;11933677
Espumantes;Franca;2010-01-01;1462949;17012302
Espumantes;Franca;2011-01-01;1802575;20020633
Espumantes;Franca;2012-01-01;1852431;22744192
Espumantes;Franca;2013-01-01;1491052;22873679
Espumantes;Franca;2014-01-01;1230946;20831149
Espumantes;Franca;2015-01-01;1341884;21849752
Espumantes;Franca;2016-01-01;1171383;12017375
Espumantes;Franca;2017-01-01;1778528;14966946
Espumantes;Franca;2018-01-01;3637804;12678962
Espumantes;Franca;2019-01-01;1610293;13991734
Espumantes;Georgia;1971-01-01;0;0
Espumantes;Georgia;1972-01-01;0;0
Espumantes;Georgia;1973-01-01;0;0
Espumantes;Georgia;1974-01-01;0;0
Espumantes;Georgia;1975-01-01;0;0
Espumantes;Georgia;1976-01-01;0;0
Espumantes;Georgia;1977-01-01;0;0
Espumantes;Georgia;1978-01-01;0;0
Espumantes;Georgia;1979-01-01;0;0
Espumantes;Georgia;1980-01-01;0;0
Espumantes;Georgia;1981-01-01;0;0
Espumantes;Georgia;1982-01-01;0;0
Espumantes;Georgia;1983-01-01;0;0
Espumantes;Georgia;1984-01-01;0;0
Espumantes;Georgia;1985-01-01;0;0
Espumantes;Georgia;1986-01-01;0;0
Espumantes;Georgia;1987-01-01;0;0
Espumantes;Georgia;1988-01-01;0;0
Espumantes;Georgia;1989-01-01;0;0
Espumantes;Georgia;1990-01-01;0;0
Espumantes;Georgia;1991-01-01;0;0
Espumantes;Georgia;1992-01-01;0;0
Espumantes;Georgia;1993-01-01;0;0
Espumantes;Georgia;1994-01-01;0;0
Espumantes;Georgia;1995-01-01;0;0
Espumantes;Georgia;1996-01-01;0;0
Espumantes;Georgia;1997-01-01;0;0
Espumantes;Georgia;1998-01-01;0;0
Espumantes;Georgia;1999-01-01;0;0
Espumantes;Georgia;2000-01-01;0;0
Espumantes;Georgia;2001-01-01;0;0
Espumantes;Georgia;2002-01-01;0;0
Espumantes;Georgia;2003-01-01;0;0
Espumantes;Georgia;2004-01-01;0;0
Espumantes;Georgia;2005-01-01;0;0
Espumantes;Georgia;2006-01-01;0;0
Espumantes;Georgia;2007-01-01;0;0
Espumantes;Georgia;2008-01-01;0;0
Espumantes;Georgia;2009-01-01;0;0
Espumantes;Georgia;2010-01-01;0;0
Espumantes;Georgia;2011-01-01;0;0
Espumantes;Georgia;2012-01-01;0;0
Espumantes;Georgia;2013-01-01;0;0
Espumantes;Georgia;2014-01-01;0;0
Espumantes;Georgia;2015-01-01;0;0
Espumantes;Georgia;2016-01-01;0;0
Espumantes;Georgia;2017-01-01;0;0
Espumantes;Georgia;2018-01-01;0;0
Espumantes;Georgia;2019-01-01;0;0
Espumantes;Granada;1971-01-01;0;0
Espumantes;Granada;1972-01-01;0;0
Espumantes;Granada;1973-01-01;0;0
Espumantes;Granada;1974-01-01;0;0
Espumantes;Granada;1975-01-01;0;0
Espumantes;Granada;1976-01-01;0;0
Espumantes;Granada;1977-01-01;0;0
Espumantes;Granada;1978-01-01;0;0
Espumantes;Granada;1979-01-01;0;0
Espumantes;Granada;1980-01-01;0;0
Espumantes;Granada;1981-01-01;0;0
Espumantes;Granada;1982-01-01;0;0
Espumantes;Granada;1983-01-01;0;0
Espumantes;Granada;1984-01-01;0;0
Espumantes;Granada;1985-01-01;0;0
Espumantes;Granada;1986-01-01;0;0
Espumantes;Granada;1987-01-01;0;0
Espumantes;Granada;1988-01-01;0;0
Espumantes;Granada;1989-01-01;0;0
Espumantes;Granada;1990-01-01;0;0
Espumantes;Granada;1991-01-01;0;0
Espumantes;Granada;1992-01-01;0;0
Espumantes;Granada;1993-01-01;0;0
Espumantes;Granada;1994-01-01;0;0
Espumantes;Granada;1995-01-01;0;0
Espumantes;Granada;1996-01-01;0;0
Espumantes;Granada;1997-01-01;0;0
Espumantes;Granada;1998-01-01;0;0
Espumantes;Granada;1999-01-01;0;0
Espumantes;Granada;2000-01-01;0;0
Espumantes;Granada;2001-01-01;0;0
Espumantes;Granada;2002-01-01;0;0
Espumantes;Granada;2003-01-01;0;0
Espumantes;Granada;2004-01-01;0;0
Espumantes;Granada;2005-01-01;0;0
Espumantes;Granada;2006-01-01;0;0
Espumantes;Granada;2007-01-01;0;0
Espumantes;Granada;2008-01-01;0;0
Espumantes;Granada;2009-01-01;0;0
Espumantes;Granada;2010-01-01;0;0
Espumantes;Granada;2011-01-01;0;0
Espumantes;Granada;2012-01-01;0;0
Espumantes;Granada;2013-01-01;0;0
Espumantes;Granada;2014-01-01;0;0
Espumantes;Granada;2015-01-01;0;0
Espumantes;Granada;2016-01-01;0;0
Espumantes;Granada;2017-01-01;0;0
Espumantes;Granada;2018-01-01;0;0
Espumantes;Granada;2019-01-01;0;0
Espumantes;Grecia;1971-01-01;0;0
Espumantes;Grecia;1972-01-01;0;0
Espumantes;Grecia;1973-01-01;0;0
Espumantes;Grecia;1974-01-01;0;0
Espumantes;Grecia;1975-01-01;0;0
Espumantes;Grecia;1976-01-01;0;0
Espumantes;Grecia;1977-01-01;0;0
Espumantes;Grecia;1978-01-01;0;0
Espumantes;Grecia;1979-01-01;0;0
Espumantes;Grecia;1980-01-01;0;0
Espumantes;Grecia;1981-01-01;0;0
Espumantes;Grecia;1982-01-01;0;0
Espumantes;Grecia;1983-01-01;0;0
Espumantes;Grecia;1984-01-01;0;0
Espumantes;Grecia;1985-01-01;0;0
Espumantes;Grecia;1986-01-01;0;0
Espumantes;Grecia;1987-01-01;0;0
Espumantes;Grecia;1988-01-01;0;0
Espumantes;Grecia;1989-01-01;0;0
Espumantes;Grecia;1990-01-01;0;0
Espumantes;Grecia;1991-01-01;0;0
Espumantes;Grecia;1992-01-01;0;0
Espumantes;Grecia;1993-01-01;0;0
Espumantes;Grecia;1994-01-01;0;0
Espumantes;Grecia;1995-01-01;0;0
Espumantes;Grecia;1996-01-01;0;0
Espumantes;Grecia;1997-01-01;0;0
Espumantes;Grecia;1998-01-01;0;0
Espumantes;Grecia;1999-01-01;0;0
Espumantes;Grecia;2000-01-01;0;0
Espumantes;Grecia;2001-01-01;0;0
Espumantes;Grecia;2002-01-01;0;0
Espumantes;Grecia;2003-01-01;0;0
Espumantes;Grecia;2004-01-01;0;0
Espumantes;Grecia;2005-01-01;0;0
Espumantes;Grecia;2006-01-01;0;0
Espumantes;Grecia;2007-01-01;0;0
Espumantes;Grecia;2008-01-01;0;0
Espumantes;Grecia;2009-01-01;0;0
Espumantes;Grecia;2010-01-01;0;0
Espumantes;Grecia;2011-01-01;0;0
Espumantes;Grecia;2012-01-01;0;0
Espumantes;Grecia;2013-01-01;113;222
Espumantes;Grecia;2014-01-01;329;1459
Espumantes;Grecia;2015-01-01;577;1574
Espumantes;Grecia;2016-01-01;0;0
Espumantes;Grecia;2017-01-01;156;277
Espumantes;Grecia;2018-01-01;0;0
Espumantes;Grecia;2019-01-01;230;318
Espumantes;Hong Kong;1971-01-01;0;0
Espumantes;Hong Kong;1972-01-01;0;0
Espumantes;Hong Kong;1973-01-01;0;0
Espumantes;Hong Kong;1974-01-01;0;0
Espumantes;Hong Kong;1975-01-01;0;0
Espumantes;Hong Kong;1976-01-01;0;0
Espumantes;Hong Kong;1977-01-01;0;0
Espumantes;Hong Kong;1978-01-01;0;0
Espumantes;Hong Kong;1979-01-01;0;0
Espumantes;Hong Kong;1980-01-01;0;0
Espumantes;Hong Kong;1981-01-01;0;0
Espumantes;Hong Kong;1982-01-01;0;0
Espumantes;Hong Kong;1983-01-01;0;0
Espumantes;Hong Kong;1984-01-01;0;0
Espumantes;Hong Kong;1985-01-01;0;0
Espumantes;Hong Kong;1986-01-01;0;0
Espumantes;Hong Kong;1987-01-01;0;0
Espumantes;Hong Kong;1988-01-01;0;0
Espumantes;Hong Kong;1989-01-01;0;0
Espumantes;Hong Kong;1990-01-01;0;0
Espumantes;Hong Kong;1991-01-01;0;0
Espumantes;Hong Kong;1992-01-01;0;0
Espumantes;Hong Kong;1993-01-01;0;0
Espumantes;Hong Kong;1994-01-01;0;0
Espumantes;Hong Kong;1995-01-01;0;0
Espumantes;Hong Kong;1996-01-01;0;0
Espumantes;Hong Kong;1997-01-01;0;0
Espumantes;Hong Kong;1998-01-01;0;0
Espumantes;Hong Kong;1999-01-01;0;0
Espumantes;Hong Kong;2000-01-01;0;0
Espumantes;Hong Kong;2001-01-01;0;0
Espumantes;Hong Kong;2002-01-01;0;0
Espumantes;Hong Kong;2003-01-01;0;0
Espumantes;Hong Kong;2004-01-01;0;0
Espumantes;Hong Kong;2005-01-01;0;0
Espumantes;Hong Kong;2006-01-01;0;0
Espumantes;Hong Kong;2007-01-01;0;0
Espumantes;Hong Kong;2008-01-01;0;0
Espumantes;Hong Kong;2009-01-01;0;0
Espumantes;Hong Kong;2010-01-01;0;0
Espumantes;Hong Kong;2011-01-01;0;0
Espumantes;Hong Kong;2012-01-01;2607;15170
Espumantes;Hong Kong;2013-01-01;283;1593
Espumantes;Hong Kong;2014-01-01;0;0
Espumantes;Hong Kong;2015-01-01;0;0
Espumantes;Hong Kong;2016-01-01;0;0
Espumantes;Hong Kong;2017-01-01;0;0
Espumantes;Hong Kong;2018-01-01;0;0
Espumantes;Hong Kong;2019-01-01;0;0
Espumantes;Hungria;1971-01-01;0;0
Espumantes;Hungria;1972-01-01;0;0
Espumantes;Hungria;1973-01-01;0;0
Espumantes;Hungria;1974-01-01;0;0
Espumantes;Hungria;1975-01-01;0;0
Espumantes;Hungria;1976-01-01;0;0
Espumantes;Hungria;1977-01-01;0;0
Espumantes;Hungria;1978-01-01;0;0
Espumantes;Hungria;1979-01-01;0;0
Espumantes;Hungria;1980-01-01;0;0
Espumantes;Hungria;1981-01-01;0;0
Espumantes;Hungria;1982-01-01;0;0
Espumantes;Hungria;1983-01-01;0;0
Espumantes;Hungria;1984-01-01;0;0
Espumantes;Hungria;1985-01-01;0;0
Espumantes;Hungria;1986-01-01;0;0
Espumantes;Hungria;1987-01-01;0;0
Espumantes;Hungria;1988-01-01;0;0
Espumantes;Hungria;1989-01-01;0;0
Espumantes;Hungria;1990-01-01;0;0
Espumantes;Hungria;1991-01-01;0;0
Espumantes;Hungria;1992-01-01;0;0
Espumantes;Hungria;1993-01-01;0;0
Espumantes;Hungria;1994-01-01;0;0
Espumantes;Hungria;1995-01-01;0;0
Espumantes;Hungria;1996-01-01;0;0
Espumantes;Hungria;1997-01-01;0;0
Espumantes;Hungria;1998-01-01;0;0
Espumantes;Hungria;1999-01-01;0;0
Espumantes;Hungria;2000-01-01;0;0
Espumantes;Hungria;2001-01-01;0;0
Espumantes;Hungria;2002-01-01;675;1837
Espumantes;Hungria;2003-01-01;387;1165
Espumantes;Hungria;2004-01-01;657;1775
Espumantes;Hungria;2005-01-01;0;0
Espumantes;Hungria;2006-01-01;0;0
Espumantes;Hungria;2007-01-01;0;0
Espumantes;Hungria;2008-01-01;0;0
Espumantes;Hungria;2009-01-01;0;0
Espumantes;Hungria;2010-01-01;0;0
Espumantes;Hungria;2011-01-01;0;0
Espumantes;Hungria;2012-01-01;404;1317
Espumantes;Hungria;2013-01-01;1020;2984
Espumantes;Hungria;2014-01-01;518;1715
Espumantes;Hungria;2015-01-01;0;0
Espumantes;Hungria;2016-01-01;1238;5927
Espumantes;Hungria;2017-01-01;1624;6960
Espumantes;Hungria;2018-01-01;1802;5977
Espumantes;Hungria;2019-01-01;585;1379
Espumantes;Indonesia;1971-01-01;0;0
Espumantes;Indonesia;1972-01-01;0;0
Espumantes;Indonesia;1973-01-01;0;0
Espumantes;Indonesia;1974-01-01;0;0
Espumantes;Indonesia;1975-01-01;0;0
Espumantes;Indonesia;1976-01-01;0;0
Espumantes;Indonesia;1977-01-01;0;0
Espumantes;Indonesia;1978-01-01;0;0
Espumantes;Indonesia;1979-01-01;0;0
Espumantes;Indonesia;1980-01-01;0;0
Espumantes;Indonesia;1981-01-01;0;0
Espumantes;Indonesia;1982-01-01;0;0
Espumantes;Indonesia;1983-01-01;0;0
Espumantes;Indonesia;1984-01-01;0;0
Espumantes;Indonesia;1985-01-01;0;0
Espumantes;Indonesia;1986-01-01;0;0
Espumantes;Indonesia;1987-01-01;0;0
Espumantes;Indonesia;1988-01-01;0;0
Espumantes;Indonesia;1989-01-01;0;0
Espumantes;Indonesia;1990-01-01;0;0
Espumantes;Indonesia;1991-01-01;0;0
Espumantes;Indonesia;1992-01-01;0;0
